date,index,mom,yoy,,,,,,
1943m1,0.00000000000092847,,,,,,,,
1943m2,0.00000000000092309,-579,,,,,,,
1943m3,0.00000000000093765,1577,,,,,,,
1943m4,0.00000000000094387,663,,,,,,,
1943m5,0.00000000000093567,-869,,,,,,,
1943m6,0.00000000000093666,106,,,,,,,
1943m7,0.00000000000088379,-5644,,,,,,,
1943m8,0.00000000000089298,1040,,,,,,,
1943m9,0.00000000000088478,-918,,,,,,,
1943m10,0.00000000000089397,1039,,,,,,,
1943m11,0.00000000000089397,0,,,,,,,
1943m12,0.00000000000089115,-316,,,,,,,
1944m1,0.00000000000089737,698,-3350,,,,,,
1944m2,0.00000000000089920,205,-2588,,,,,,
1944m3,0.00000000000090500,645,-3483,,,,,,
1944m4,0.00000000000089482,-1125,-5197,,,,,,
1944m5,0.00000000000089115,-411,-4759,,,,,,
1944m6,0.00000000000090740,1824,-3124,,,,,,
1944m7,0.00000000000090655,-93,2575,,,,,,
1944m8,0.00000000000091942,1419,2960,,,,,,
1944m9,0.00000000000091758,-200,3707,,,,,,
1944m10,0.00000000000092380,678,3336,,,,,,
1944m11,0.00000000000092380,0,3336,,,,,,
1944m12,0.00000000000092564,199,3871,,,,,,
1945m1,0.00000000000099773,7789,11185,,,,,,
1945m2,0.00000000000101682,1913,13080,,,,,,
1945m3,0.00000000000109259,7452,20728,,,,,,
1945m4,0.00000000000109358,91,22212,,,,,,
1945m5,0.00000000000109739,349,23144,,,,,,
1945m6,0.00000000000109796,52,21000,,,,,,
1945m7,0.00000000000111082,1172,22532,,,,,,
1945m8,0.00000000000110079,-904,19726,,,,,,
1945m9,0.00000000000110715,578,20659,,,,,,
1945m10,0.00000000000110799,77,19939,,,,,,
1945m11,0.00000000000110997,179,20153,,,,,,
1945m12,0.00000000000113443,2203,22557,,,,,,
1946m1,0.00000000000121402,7016,21678,,,,,,
1946m2,0.00000000000121585,151,19575,,,,,,
1946m3,0.00000000000125148,2930,14543,,,,,,
1946m4,0.00000000000127311,1728,16417,,,,,,
1946m5,0.00000000000126971,-266,15703,,,,,,
1946m6,0.00000000000129134,1703,17613,,,,,,
1946m7,0.00000000000129417,219,16505,,,,,,
1946m8,0.00000000000128512,-699,16746,,,,,,
1946m9,0.00000000000128696,143,16241,,,,,,
1946m10,0.00000000000131877,2471,19023,,,,,,
1946m11,0.00000000000132442,429,19320,,,,,,
1946m12,0.00000000000134704,1708,18741,,,,,,
1947m1,0.00000000000133545,-861,10002,,,,,,
1947m2,0.00000000000134449,677,10580,,,,,,
1947m3,0.00000000000142662,6109,13995,,,,,,
1947m4,0.00000000000142747,59,12125,,,,,,
1947m5,0.00000000000142903,109,12547,,,,,,
1947m6,0.00000000000149575,4669,15829,,,,,,
1947m7,0.00000000000147935,-1096,14309,,,,,,
1947m8,0.00000000000149292,917,16170,,,,,,
1947m9,0.00000000000149476,123,16147,,,,,,
1947m10,0.00000000000148656,-549,12724,,,,,,
1947m11,0.00000000000150042,932,13288,,,,,,
1947m12,0.00000000000154791,3166,14912,,,,,,
1948m1,0.00000000000152303,-1607,14047,,,,,,
1948m2,0.00000000000151865,-288,12953,,,,,,
1948m3,0.00000000000154608,1806,8373,,,,,,
1948m4,0.00000000000155512,585,8942,,,,,,
1948m5,0.00000000000159357,2472,11514,,,,,,
1948m6,0.00000000000163909,2856,9583,,,,,,
1948m7,0.00000000000163542,-224,10549,,,,,,
1948m8,0.00000000000166906,2057,11798,,,,,,
1948m9,0.00000000000173748,4099,16238,,,,,,
1948m10,0.00000000000174285,309,17240,,,,,,
1948m11,0.00000000000174667,219,16412,,,,,,
1948m12,0.00000000000183968,5325,18849,,,,,,
1949m1,0.00000000000184972,546,21450,,,,,,
1949m2,0.00000000000184506,-252,21493,,,,,,
1949m3,0.00000000000197087,6819,27476,,,,,,
1949m4,0.00000000000206671,4863,32897,,,,,,
1949m5,0.00000000000212679,2907,33460,,,,,,
1949m6,0.00000000000215167,1170,31272,,,,,,
1949m7,0.00000000000219153,1853,34005,,,,,,
1949m8,0.00000000000222899,1709,33548,,,,,,
1949m9,0.00000000000226391,1566,30299,,,,,,
1949m10,0.00000000000232583,2735,33450,,,,,,
1949m11,0.00000000000240061,3215,37439,,,,,,
1949m12,0.00000000000245885,2426,33656,,,,,,
1950m1,0.00000000000241517,-1776,30569,,,,,,
1950m2,0.00000000000247807,2605,34309,,,,,,
1950m3,0.00000000000247892,34,25778,,,,,,
1950m4,0.00000000000253278,2173,22551,,,,,,
1950m5,0.00000000000265322,4755,24752,,,,,,
1950m6,0.00000000000272899,2856,26831,,,,,,
1950m7,0.00000000000272984,31,24563,,,,,,
1950m8,0.00000000000273521,197,22711,,,,,,
1950m9,0.00000000000284364,3964,25607,,,,,,
1950m10,0.00000000000295150,3793,26901,,,,,,
1950m11,0.00000000000294499,-220,22677,,,,,,
1950m12,0.00000000000300253,1954,22111,,,,,,
1951m1,0.00000000000297327,-975,23108,,,,,,
1951m2,0.00000000000306091,2948,23520,,,,,,
1951m3,0.00000000000307010,300,23848,,,,,,
1951m4,0.00000000000334745,9034,32165,,,,,,
1951m5,0.00000000000359710,7458,35575,,,,,,
1951m6,0.00000000000371655,3321,36188,,,,,,
1951m7,0.00000000000374482,761,37181,,,,,,
1951m8,0.00000000000409172,9264,49594,,,,,,
1951m9,0.00000000000401397,-1900,41156,,,,,,
1951m10,0.00000000000413625,3046,40141,,,,,,
1951m11,0.00000000000414982,328,40911,,,,,,
1951m12,0.00000000000451015,8683,50212,,,,,,
1952m1,0.00000000000468629,3905,57614,,,,,,
1952m2,0.00000000000472078,736,54228,,,,,,
1952m3,0.00000000000485861,2920,58256,,,,,,
1952m4,0.00000000000516225,6250,54215,,,,,,
1952m5,0.00000000000524340,1572,45768,,,,,,
1952m6,0.00000000000535196,2071,44004,,,,,,
1952m7,0.00000000000513299,-4091,37069,,,,,,
1952m8,0.00000000000511193,-410,24933,,,,,,
1952m9,0.00000000000528368,3360,31632,,,,,,
1952m10,0.00000000000533740,1017,29040,,,,,,
1952m11,0.00000000000535097,254,28945,,,,,,
1952m12,0.00000000000537020,359,19069,,,,,,
1953m1,0.00000000000530121,-1285,13122,,,,,,
1953m2,0.00000000000560910,5808,18817,,,,,,
1953m3,0.00000000000558266,-471,14903,,,,,,
1953m4,0.00000000000534843,-4196,3606,,,,,,
1953m5,0.00000000000526163,-1623,348,,,,,,
1953m6,0.00000000000525258,-172,-1857,,,,,,
1953m7,0.00000000000529372,783,3131,,,,,,
1953m8,0.00000000000529810,83,3642,,,,,,
1953m9,0.00000000000526163,-688,-417,,,,,,
1953m10,0.00000000000523901,-430,-1843,,,,,,
1953m11,0.00000000000527647,715,-1392,,,,,,
1953m12,0.00000000000533203,1053,-711,,,,,,
1954m1,0.00000000000522700,-1970,-1400,,,,,,
1954m2,0.00000000000521512,-227,-7024,,,,,,
1954m3,0.00000000000522332,157,-6437,,,,,,
1954m4,0.00000000000533118,2065,-322,,,,,,
1954m5,0.00000000000532115,-188,1131,,,,,,
1954m6,0.00000000000540497,1575,2901,,,,,,
1954m7,0.00000000000552541,2228,4377,,,,,,
1954m8,0.00000000000556443,706,5027,,,,,,
1954m9,0.00000000000569971,2431,8326,,,,,,
1954m10,0.00000000000586468,2894,11942,,,,,,
1954m11,0.00000000000592476,1024,12286,,,,,,
1954m12,0.00000000000618571,4404,16010,,,,,,
1955m1,0.00000000000605057,-2185,15756,,,,,,
1955m2,0.00000000000605877,136,16177,,,,,,
1955m3,0.00000000000606725,140,16157,,,,,,
1955m4,0.00000000000615462,1440,15446,,,,,,
1955m5,0.00000000000616281,133,15817,,,,,,
1955m6,0.00000000000619929,592,14696,,,,,,
1955m7,0.00000000000622657,440,12690,,,,,,
1955m8,0.00000000000624777,341,12281,,,,,,
1955m9,0.00000000000629046,683,10365,,,,,,
1955m10,0.00000000000628509,-85,7169,,,,,,
1955m11,0.00000000000628792,45,6130,,,,,,
1955m12,0.00000000000664797,5726,7473,,,,,,
1956m1,0.00000000000656145,-1301,8444,,,,,,
1956m2,0.00000000000651113,-767,7466,,,,,,
1956m3,0.00000000000650109,-154,7151,,,,,,
1956m4,0.00000000000673010,3523,9350,,,,,,
1956m5,0.00000000000698823,3835,13393,,,,,,
1956m6,0.00000000000725922,3878,17098,,,,,,
1956m7,0.00000000000722176,-516,15983,,,,,,
1956m8,0.00000000000718726,-478,15037,,,,,,
1956m9,0.00000000000722713,555,14890,,,,,,
1956m10,0.00000000000731930,1275,16455,,,,,,
1956m11,0.00000000000743253,1547,18203,,,,,,
1956m12,0.00000000000775639,4357,16673,,,,,,
1957m1,0.00000000000767044,-1108,16901,,,,,,
1957m2,0.00000000000772896,763,18704,,,,,,
1957m3,0.00000000000801070,3645,23221,,,,,,
1957m4,0.00000000000822514,2677,22214,,,,,,
1957m5,0.00000000000845556,2801,20997,,,,,,
1957m6,0.00000000000878041,3842,20955,,,,,,
1957m7,0.00000000000894199,1840,23820,,,,,,
1957m8,0.00000000000942248,5373,31100,,,,,,
1957m9,0.00000000000940170,-221,30089,,,,,,
1957m10,0.00000000000950108,1057,29809,,,,,,
1957m11,0.00000000000974012,2516,31047,,,,,,
1957m12,0.00000000000974450,45,25632,,,,,,
1958m1,0.00000000000948637,-2649,23674,,,,,,
1958m2,0.00000000000961770,1384,24437,,,,,,
1958m3,0.00000000000977659,1652,22044,,,,,,
1958m4,0.00000000001019884,4319,23996,,,,,,
1958m5,0.00000000001085716,6455,28403,,,,,,
1958m6,0.00000000001133609,4411,29107,,,,,,
1958m7,0.00000000001174732,3628,31373,,,,,,
1958m8,0.00000000001229297,4645,30464,,,,,,
1958m9,0.00000000001252806,1912,33253,,,,,,
1958m10,0.00000000001290041,2972,35778,,,,,,
1958m11,0.00000000001355590,5081,39176,,,,,,
1958m12,0.00000000001468977,8364,50749,,,,,,
1959m1,0.00000000001729832,17758,82349,,,,,,
1959m2,0.00000000001886885,9079,96189,,,,,,
1959m3,0.00000000002025335,7337,107162,,,,,,
1959m4,0.00000000002192792,8268,115004,,,,,,
1959m5,0.00000000002421544,10432,123037,,,,,,
1959m6,0.00000000002574568,6319,127112,,,,,,
1959m7,0.00000000002653307,3058,125865,,,,,,
1959m8,0.00000000002753603,3780,123998,,,,,,
1959m9,0.00000000002802415,1773,123691,,,,,,
1959m10,0.00000000002819732,618,118577,,,,,,
1959m11,0.00000000002878751,2093,112361,,,,,,
1959m12,0.00000000002961758,2883,101621,,,,,,
1960m1,0.00000000003042914,2740,75908,,,,,,
1960m2,0.00000000003067992,824,62596,,,,,,
1960m3,0.00000000003089917,715,52563,,,,,,
1960m4,0.00000000003086793,-101,40770,,,,,,
1960m5,0.00000000003080531,-203,27213,,,,,,
1960m6,0.00000000003064867,-508,19044,,,,,,
1960m7,0.00000000003093055,920,16574,,,,,,
1960m8,0.00000000003108732,507,12897,,,,,,
1960m9,0.00000000003111870,101,11042,,,,,,
1960m10,0.00000000003136934,805,11249,,,,,,
1960m11,0.00000000003215277,2497,11690,,,,,,
1960m12,0.00000000003509861,9162,18506,,,,,,
1961m1,0.00000000003296758,-6072,8342,,,,,,
1961m2,0.00000000003337498,1236,8784,,,,,,
1961m3,0.00000000003375115,1127,9230,,,,,,
1961m4,0.00000000003450319,2228,11777,,,,,,
1961m5,0.00000000003475383,726,12818,,,,,,
1961m6,0.00000000003522386,1352,14928,,,,,,
1961m7,0.00000000003575665,1513,15603,,,,,,
1961m8,0.00000000003603867,789,15927,,,,,,
1961m9,0.00000000003641483,1044,17019,,,,,,
1961m10,0.00000000003644607,86,16184,,,,,,
1961m11,0.00000000003760566,3182,16959,,,,,,
1961m12,0.00000000004086476,8667,16428,,,,,,
1962m1,0.00000000003923514,-3988,19011,,,,,,
1962m2,0.00000000003979932,1438,19249,,,,,,
1962m3,0.00000000004042598,1575,19777,,,,,,
1962m4,0.00000000004174220,3256,20981,,,,,,
1962m5,0.00000000004318380,3454,24256,,,,,,
1962m6,0.00000000004381046,1451,24377,,,,,,
1962m7,0.00000000004578486,4507,28046,,,,,,
1962m8,0.00000000004638028,1300,28696,,,,,,
1962m9,0.00000000004809542,3698,32076,,,,,,
1962m10,0.00000000004891872,1712,34222,,,,,,
1962m11,0.00000000004866794,-513,29417,,,,,,
1962m12,0.00000000005340003,9723,30675,,,,,,
1963m1,0.00000000005120638,-4108,30512,,,,,,
1963m2,0.00000000005167640,918,29842,,,,,,
1963m3,0.00000000005412069,4730,33876,,,,,,
1963m4,0.00000000005496689,1564,31682,,,,,,
1963m5,0.00000000005496689,0,27286,,,,,,
1963m6,0.00000000005559368,1140,26896,,,,,,
1963m7,0.00000000005643973,1522,23272,,,,,,
1963m8,0.00000000005669051,444,22230,,,,,,
1963m9,0.00000000005756794,1548,19695,,,,,,
1963m10,0.00000000005935420,3103,21332,,,,,,
1963m11,0.00000000006085842,2534,25048,,,,,,
1963m12,0.00000000006612331,8651,23826,,,,,,
1964m1,0.00000000006580977,-474,28519,,,,,,
1964m2,0.00000000006530836,-762,26379,,,,,,
1964m3,0.00000000006512035,-288,20324,,,,,,
1964m4,0.00000000006762740,3850,23033,,,,,,
1964m5,0.00000000006772155,139,23204,,,,,,
1964m6,0.00000000006866160,1388,23506,,,,,,
1964m7,0.00000000006891238,365,22099,,,,,,
1964m8,0.00000000006856760,-500,20951,,,,,,
1964m9,0.00000000006931979,1097,20414,,,,,,
1964m10,0.00000000007204609,3933,21383,,,,,,
1964m11,0.00000000007286090,1131,19722,,,,,,
1964m12,0.00000000007809440,7183,18104,,,,,,
1965m1,0.00000000007521118,-3692,14286,,,,,,
1965m2,0.00000000007884645,4833,20729,,,,,,
1965m3,0.00000000008075808,2424,24014,,,,,,
1965m4,0.00000000008160428,1048,20667,,,,,,
1965m5,0.00000000008335915,2150,23091,,,,,,
1965m6,0.00000000008671239,4023,26289,,,,,,
1965m7,0.00000000009050428,4373,31332,,,,,,
1965m8,0.00000000009250992,2216,34918,,,,,,
1965m9,0.00000000009388877,1490,35443,,,,,,
1965m10,0.00000000009630181,2570,33667,,,,,,
1965m11,0.00000000009978031,3612,36946,,,,,,
1965m12,0.00000000010792812,8166,38202,,,,,,
1966m1,0.00000000010548384,-2265,40250,,,,,,
1966m2,0.00000000010780288,2198,36725,,,,,,
1966m3,0.00000000011015316,2180,36399,,,,,,
1966m4,0.00000000011244097,2077,37788,,,,,,
1966m5,0.00000000011360041,1031,36278,,,,,,
1966m6,0.00000000011457185,855,32129,,,,,,
1966m7,0.00000000011638948,1586,28601,,,,,,
1966m8,0.00000000011773695,1158,27270,,,,,,
1966m9,0.00000000011952334,1517,27303,,,,,,
1966m10,0.00000000012334661,3199,28083,,,,,,
1966m11,0.00000000012622968,2337,26508,,,,,,
1966m12,0.00000000014023767,11097,29936,,,,,,
1967m1,0.00000000013365628,-4693,26708,,,,,,
1967m2,0.00000000013650896,2134,26628,,,,,,
1967m3,0.00000000013951715,2204,26657,,,,,,
1967m4,0.00000000014120925,1213,25585,,,,,,
1967m5,0.00000000014255642,954,25489,,,,,,
1967m6,0.00000000014876221,4353,29842,,,,,,
1967m7,0.00000000015618937,4993,34195,,,,,,
1967m8,0.00000000015672090,340,33111,,,,,,
1967m9,0.00000000015744184,460,31725,,,,,,
1967m10,0.00000000016195552,2867,31301,,,,,,
1967m11,0.00000000016568466,2303,31257,,,,,,
1967m12,0.00000000017859522,7792,27352,,,,,,
1968m1,0.00000000017245305,-3439,29027,,,,,,
1968m2,0.00000000017414516,981,27570,,,,,,
1968m3,0.00000000017301709,-648,24011,,,,,,
1968m4,0.00000000017229614,-417,22015,,,,,,
1968m5,0.00000000017248417,109,20994,,,,,,
1968m6,0.00000000017308210,347,16348,,,,,,
1968m7,0.00000000017298600,-56,10754,,,,,,
1968m8,0.00000000017326872,163,10559,,,,,,
1968m9,0.00000000017568176,1393,11585,,,,,,
1968m10,0.00000000017912817,1962,10603,,,,,,
1968m11,0.00000000017972329,332,8473,,,,,,
1968m12,0.00000000019567459,8875,9563,,,,,,
1969m1,0.00000000018664861,-4613,8232,,,,,,
1969m2,0.00000000018414228,-1343,5741,,,,,,
1969m3,0.00000000018621041,1123,7625,,,,,,
1969m4,0.00000000018639841,101,8185,,,,,,
1969m5,0.00000000018382844,-1379,6577,,,,,,
1969m6,0.00000000018564636,989,7259,,,,,,
1969m7,0.00000000018812162,1333,8750,,,,,,
1969m8,0.00000000018671223,-749,7759,,,,,,
1969m9,0.00000000019019115,1863,8259,,,,,,
1969m10,0.00000000019307352,1516,7785,,,,,,
1969m11,0.00000000019445180,714,8195,,,,,,
1969m12,0.00000000020871097,7333,6662,,,,,,
1970m1,0.00000000019887077,-4715,6548,,,,,,
1970m2,0.00000000020156654,1356,9462,,,,,,
1970m3,0.00000000020416761,1290,9644,,,,,,
1970m4,0.00000000020573390,767,10373,,,,,,
1970m5,0.00000000020725495,739,12744,,,,,,
1970m6,0.00000000020877458,733,12458,,,,,,
1970m7,0.00000000021134314,1230,12344,,,,,,
1970m8,0.00000000021372508,1127,14468,,,,,,
1970m9,0.00000000021808186,2038,14665,,,,,,
1970m10,0.00000000022673038,3966,17432,,,,,,
1970m11,0.00000000023259124,2585,19614,,,,,,
1970m12,0.00000000025408955,9243,21742,,,,,,
1971m1,0.00000000025336860,-284,27404,,,,,,
1971m2,0.00000000026182911,3339,29897,,,,,,
1971m3,0.00000000026458710,1053,29593,,,,,,
1971m4,0.00000000026696906,900,29764,,,,,,
1971m5,0.00000000027345615,2430,31942,,,,,,
1971m6,0.00000000028198027,3117,35064,,,,,,
1971m7,0.00000000029410771,4301,39161,,,,,,
1971m8,0.00000000030181618,2621,41217,,,,,,
1971m9,0.00000000030454303,903,39646,,,,,,
1971m10,0.00000000030767563,1029,35701,,,,,,
1971m11,0.00000000031598207,2700,35853,,,,,,
1971m12,0.00000000035349385,11871,39122,,,,,,
1972m1,0.00000000037192038,5213,46790,,,,,,
1972m2,0.00000000038535680,3613,47179,,,,,,
1972m3,0.00000000040166009,4231,51806,,,,,,
1972m4,0.00000000042124579,4876,57788,,,,,,
1972m5,0.00000000042801560,1607,56521,,,,,,
1972m6,0.00000000045154955,5498,60135,,,,,,
1972m7,0.00000000047395682,4962,61151,,,,,,
1972m8,0.00000000047336168,-126,56838,,,,,,
1972m9,0.00000000048495619,2449,59241,,,,,,
1972m10,0.00000000050842791,4840,65248,,,,,,
1972m11,0.00000000053321714,4876,68749,,,,,,
1972m12,0.00000000058025534,8822,64149,,,,,,
1973m1,0.00000000060708016,4623,63229,,,,,,
1973m2,0.00000000065302275,7568,69459,,,,,,
1973m3,0.00000000070911799,8590,76547,,,,,,
1973m4,0.00000000074080009,4468,75859,,,,,,
1973m5,0.00000000076643458,3460,79067,,,,,,
1973m6,0.00000000074393403,-2936,64751,,,,,,
1973m7,0.00000000074387180,-8,56949,,,,,,
1973m8,0.00000000074982598,800,58404,,,,,,
1973m9,0.00000000075374312,522,55425,,,,,,
1973m10,0.00000000076543238,1551,50549,,,,,,
1973m11,0.00000000077151097,794,44690,,,,,,
1973m12,0.00000000083421769,8128,43767,,,,,,
1974m1,0.00000000078649531,-5721,29554,,,,,,
1974m2,0.00000000079880647,1565,22324,,,,,,
1974m3,0.00000000080830176,1189,13987,,,,,,
1974m4,0.00000000083124058,2838,12208,,,,,,
1974m5,0.00000000085891355,3329,12066,,,,,,
1974m6,0.00000000089181840,3831,19879,,,,,,
1974m7,0.00000000091228763,2295,22640,,,,,,
1974m8,0.00000000092923547,1858,23927,,,,,,
1974m9,0.00000000095994779,3305,27357,,,,,,
1974m10,0.00000000099623676,3780,30153,,,,,,
1974m11,0.00000000103744524,4136,34469,,,,,,
1974m12,0.00000000116875210,12657,40102,,,,,,
1975m1,0.00000000120253751,2891,52898,,,,,,
1975m2,0.00000000125806443,4617,57493,,,,,,
1975m3,0.00000000136009959,8110,68266,,,,,,
1975m4,0.00000000149200430,9698,79491,,,,,,
1975m5,0.00000000155003343,3889,80464,,,,,,
1975m6,0.00000000187771043,21140,110549,,,,,,
1975m7,0.00000000252991161,34734,177315,,,,,,
1975m8,0.00000000309842707,22472,233438,,,,,,
1975m9,0.00000000343327100,10807,257652,,,,,,
1975m10,0.00000000390684773,13794,292161,,,,,,
1975m11,0.00000000425664748,8954,310301,,,,,,
1975m12,0.00000000508360065,19427,334960,,,,,,
1976m1,0.00000000553601520,8899,360361,,,,,,
1976m2,0.00000000658704158,18985,423585,,,,,,
1976m3,0.00000000906186415,37571,566265,,,,,,
1976m4,0.00000001213592071,33923,713397,,,,,,
1976m5,0.00000001360339841,12092,777620,,,,,,
1976m6,0.00000001397503890,2732,644260,,,,,,
1976m7,0.00000001456762799,4240,475816,,,,,,
1976m8,0.00000001537098804,5515,396090,,,,,,
1976m9,0.00000001699353902,10556,394966,,,,,,
1976m10,0.00000001843119080,8460,371766,,,,,,
1976m11,0.00000001989711329,7953,367436,,,,,,
1976m12,0.00000002275163524,14346,347550,,,,,,
1977m1,0.00000002457916182,8033,343987,,,,,,
1977m2,0.00000002660812903,8255,303947,,,,,,
1977m3,0.00000002861603399,7546,215785,,,,,,
1977m4,0.00000003033612472,6011,149970,,,,,,
1977m5,0.00000003230670842,6496,137490,,,,,,
1977m6,0.00000003477729393,7647,148853,,,,,,
1977m7,0.00000003733396525,7352,156280,,,,,,
1977m8,0.00000004156676425,11338,170424,,,,,,
1977m9,0.00000004501556816,8297,164898,,,,,,
1977m10,0.00000005063951036,12493,174749,,,,,,
1977m11,0.00000005521652824,9038,177510,,,,,,
1977m12,0.00000005925326008,7311,160435,,,,,,
1978m1,0.00000006716810930,13358,173273,,,,,,
1978m2,0.00000007133546376,6204,168096,,,,,,
1978m3,0.00000007810670155,9492,172947,,,,,,
1978m4,0.00000008675663565,11075,185985,,,,,,
1978m5,0.00000009429687253,8691,191880,,,,,,
1978m6,0.00000010041785004,6491,188745,,,,,,
1978m7,0.00000010704348341,6598,186719,,,,,,
1978m8,0.00000011540080180,7807,177628,,,,,,
1978m9,0.00000012277706674,6392,172744,,,,,,
1978m10,0.00000013475607830,9757,166109,,,,,,
1978m11,0.00000014660643899,8794,165512,,,,,,
1978m12,0.00000015989162705,9062,169844,,,,,,
1979m1,0.00000018031136051,12771,168448,,,,,,
1979m2,0.00000019373226223,7443,171579,,,,,,
1979m3,0.00000020874631446,7750,167258,,,,,,
1979m4,0.00000022336172378,7002,157458,,,,,,
1979m5,0.00000023881966627,6921,153264,,,,,,
1979m6,0.00000026197329817,9695,160883,,,,,,
1979m7,0.00000028070942903,7152,162239,,,,,,
1979m8,0.00000031285088653,11450,171099,,,,,,
1979m9,0.00000033426718460,6846,172255,,,,,,
1979m10,0.00000034877660937,4341,158821,,,,,,
1979m11,0.00000036670127201,5139,150126,,,,,,
1979m12,0.00000038331697283,4531,139735,,,,,,
1980m1,0.00000041095321990,7210,127913,,,,,,
1980m2,0.00000043292087071,5346,123463,,,,,,
1980m3,0.00000045801260740,5796,119411,,,,,,
1980m4,0.00000048629914318,6176,117718,,,,,,
1980m5,0.00000051443015536,5785,115405,,,,,,
1980m6,0.00000054394649851,5738,107634,,,,,,
1980m7,0.00000056882618082,4574,102639,,,,,,
1980m8,0.00000058829175487,3422,88042,,,,,,
1980m9,0.00000061502328208,4544,83992,,,,,,
1980m10,0.00000066185646119,7615,89765,,,,,,
1980m11,0.00000069281469450,4677,88932,,,,,,
1980m12,0.00000071923528822,3814,87635,,,,,,
1981m1,0.00000075444853564,4896,83585,,,,,,
1981m2,0.00000078597224729,4178,81551,,,,,,
1981m3,0.00000083304576037,5989,81883,,,,,,
1981m4,0.00000089877909204,7891,84820,,,,,,
1981m5,0.00000096649137049,7534,87876,,,,,,
1981m6,0.00000105710432763,9375,94340,,,,,,
1981m7,0.00000116538762995,10243,104876,,,,,,
1981m8,0.00000125769690840,7921,113788,,,,,,
1981m9,0.00000134760307446,7148,119114,,,,,,
1981m10,0.00000142605904330,5822,115463,,,,,,
1981m11,0.00000152882910243,7207,120669,,,,,,
1981m12,0.00000166340566921,8803,131274,,,,,,
1982m1,0.00000186173645034,11923,146768,,,,,,
1982m2,0.00000196012433662,5285,149388,,,,,,
1982m3,0.00000205257492780,4717,146394,,,,,,
1982m4,0.00000213852308661,4187,137936,,,,,,
1982m5,0.00000220397373596,3061,128039,,,,,,
1982m6,0.00000237799008573,7896,124953,,,,,,
1982m7,0.00000276461514659,16258,137227,,,,,,
1982m8,0.00000317074773193,14690,152107,,,,,,
1982m9,0.00000371188116333,17066,175443,,,,,,
1982m10,0.00000418289937443,12689,193319,,,,,,
