FRAC_REF_ID;DPTO_REF_ID;IDFRAC
1;1;01
2;1;02
3;1;03
4;1;04
5;1;05
6;1;06
7;1;07
8;1;08
9;1;09
10;1;10
11;1;11
12;1;12
13;1;13
14;1;14
15;1;15
16;1;16
17;1;17
18;1;18
19;1;19
20;1;20
21;1;21
22;1;22
23;1;23
24;1;24
25;1;25
26;1;26
27;1;27
28;1;28
29;1;29
30;2;01
31;2;02
32;2;03
33;2;04
34;2;05
35;2;06
36;2;07
37;2;08
38;2;09
39;2;10
40;2;11
41;2;12
42;2;13
43;2;14
44;2;15
45;2;16
46;2;17
47;2;18
48;2;19
49;2;20
50;2;21
51;2;22
52;2;23
53;2;24
54;2;25
55;3;01
56;3;02
57;3;03
58;3;04
59;3;05
60;3;06
61;3;07
62;3;08
63;3;09
64;3;10
65;3;11
66;3;12
67;3;13
68;3;14
69;3;15
70;3;16
71;3;17
72;3;18
73;3;19
74;3;20
75;3;21
76;3;22
77;3;23
78;3;24
79;3;25
80;3;26
81;3;27
82;4;01
83;4;02
84;4;03
85;4;04
86;4;05
87;4;06
88;4;07
89;4;08
90;4;09
91;4;10
92;4;11
93;4;12
94;4;13
95;4;14
96;4;15
97;4;16
98;4;17
99;4;18
100;4;19
101;4;20
102;4;21
103;4;22
104;4;23
105;4;24
106;4;25
107;4;26
108;5;01
109;5;02
110;5;03
111;5;04
112;5;05
113;5;06
114;5;07
115;5;08
116;5;09
117;5;10
118;5;11
119;5;12
120;5;13
121;5;14
122;5;15
123;5;16
124;5;17
125;5;18
126;5;19
127;5;20
128;5;21
129;5;22
130;6;01
131;6;02
132;6;03
133;6;04
134;6;05
135;6;06
136;6;07
137;6;08
138;6;09
139;6;10
140;6;11
141;6;12
142;6;13
143;6;14
144;6;15
145;6;16
146;6;17
147;6;18
148;6;19
149;6;20
150;6;21
151;7;01
152;7;02
153;7;03
154;7;04
155;7;05
156;7;06
157;7;07
158;7;08
159;7;09
160;7;10
161;7;11
162;7;12
163;7;13
164;7;14
165;7;15
166;7;16
167;7;17
168;7;18
169;7;19
170;7;20
171;7;21
172;7;22
173;7;23
174;7;24
175;8;01
176;8;02
177;8;03
178;8;04
179;8;05
180;8;06
181;8;07
182;8;08
183;8;09
184;8;10
185;8;11
186;8;12
187;8;13
188;8;14
189;8;15
190;8;16
191;8;17
192;9;01
193;9;02
194;9;03
195;9;04
196;9;05
197;9;06
198;9;07
199;9;08
200;9;09
201;9;10
202;9;11
203;9;12
204;9;13
205;9;14
206;9;15
207;9;16
208;10;01
209;10;02
210;10;03
211;10;04
212;10;05
213;10;06
214;10;07
215;10;08
216;10;09
217;10;10
218;10;11
219;10;12
220;10;13
221;10;14
222;10;15
223;10;16
224;10;17
225;10;18
226;10;19
227;11;01
228;11;02
229;11;03
230;11;04
231;11;05
232;11;06
233;11;07
234;11;08
235;11;09
236;11;10
237;11;11
238;11;12
239;11;13
240;11;14
241;11;15
242;11;16
243;11;17
244;11;18
245;11;19
246;11;20
247;11;21
248;11;22
249;12;01
250;12;02
251;12;03
252;12;04
253;12;05
254;12;06
255;12;07
256;12;08
257;12;09
258;12;10
259;12;11
260;12;12
261;12;13
262;12;14
263;12;15
264;12;16
265;12;17
266;12;18
267;12;19
268;12;20
269;12;21
270;12;22
271;13;01
272;13;02
273;13;03
274;13;04
275;13;05
276;13;06
277;13;07
278;13;08
279;13;09
280;13;10
281;13;11
282;13;12
283;13;13
284;13;14
285;13;15
286;13;16
287;13;17
288;13;18
289;13;19
290;13;20
291;13;21
292;13;22
293;13;23
294;13;24
295;13;25
296;13;26
297;13;27
298;13;28
299;13;29
300;14;01
301;14;02
302;14;03
303;14;04
304;14;05
305;14;06
306;14;07
307;14;08
308;14;09
309;14;10
310;14;11
311;14;12
312;14;13
313;14;14
314;14;15
315;14;16
316;14;17
317;14;18
318;14;19
319;14;20
320;14;21
321;14;22
322;14;23
323;14;24
324;14;25
325;14;26
326;14;27
327;14;28
328;14;29
329;14;30
330;14;31
331;15;01
332;15;02
333;15;03
334;15;04
335;15;05
336;15;06
337;15;07
338;15;08
339;15;09
340;15;10
341;15;11
342;15;12
343;15;13
344;15;14
345;15;15
346;15;16
347;15;17
348;15;18
349;15;19
350;15;20
351;15;21
352;16;01
353;16;02
354;16;03
355;16;04
356;16;05
357;16;06
358;16;07
359;16;08
360;16;09
361;16;10
362;16;11
363;16;12
364;16;13
365;16;14
366;16;15
367;16;16
368;16;17
369;16;18
370;16;19
371;16;20
372;16;21
373;16;22
374;16;23
375;16;24
376;16;25
377;16;26
378;16;27
379;16;28
380;16;29
381;16;30
382;16;31
383;16;32
384;16;33
385;16;34
386;16;35
387;16;36
388;16;37
389;16;38
390;16;39
391;17;01
392;17;02
393;17;03
394;17;04
395;17;05
396;17;06
397;17;07
398;17;08
399;17;09
400;17;10
401;17;11
402;17;12
403;17;13
404;17;14
405;17;15
406;17;16
407;17;17
408;17;18
409;17;19
410;17;20
411;17;21
412;17;22
413;17;23
414;17;24
415;17;25
416;17;26
417;17;27
418;17;28
419;17;29
420;17;30
421;17;31
422;17;32
423;17;33
424;17;34
425;17;35
426;18;01
427;18;02
428;18;03
429;18;04
430;18;05
431;18;06
432;18;07
433;18;08
434;18;09
435;18;10
436;18;11
437;18;12
438;18;13
439;18;14
440;18;15
441;18;16
442;18;17
443;18;18
444;18;19
445;18;20
446;18;21
447;18;22
448;18;23
449;18;24
450;19;01
451;19;02
452;19;03
453;19;04
454;19;05
455;19;06
456;19;07
457;19;08
458;19;09
459;19;10
460;19;11
461;19;12
462;19;13
463;19;14
464;19;15
465;19;16
466;19;17
467;20;01
468;20;02
469;20;03
470;20;04
471;20;05
472;20;06
473;20;07
474;20;08
475;20;09
476;20;10
477;20;11
478;21;01
479;21;02
480;21;03
481;21;04
482;21;05
483;21;06
484;21;07
485;21;08
486;21;09
487;21;10
488;21;11
489;21;12
490;21;13
491;21;14
492;21;15
493;21;16
494;21;17
495;21;18
496;21;19
497;21;20
498;21;21
499;21;22
500;22;01
501;22;02
502;22;03
503;22;04
504;22;05
505;22;06
506;22;07
507;22;08
508;22;09
509;22;10
510;22;11
511;22;12
512;22;13
513;22;14
514;22;15
515;22;16
516;22;17
517;22;18
518;22;19
519;22;20
520;22;21
521;22;22
522;22;23
523;22;24
524;22;25
525;22;26
526;22;27
527;22;28
528;22;29
529;22;30
530;22;31
531;22;32
532;22;33
533;22;34
534;22;35
535;22;36
536;22;37
537;23;01
538;23;02
539;23;03
540;23;04
541;23;05
542;23;06
543;23;07
544;23;08
545;23;09
546;23;10
547;23;11
548;23;12
549;23;13
550;23;14
551;23;15
552;24;01
553;24;02
554;24;03
555;24;04
556;24;05
557;24;06
558;24;07
559;24;08
560;24;09
561;24;10
562;24;11
563;24;12
564;24;13
565;25;01
566;25;02
567;25;03
568;25;04
569;25;05
570;25;06
571;25;07
572;25;08
573;25;09
574;25;10
575;25;11
576;25;12
577;25;13
578;25;14
579;25;15
580;26;01
581;26;02
582;26;03
583;26;04
584;26;05
585;26;06
586;26;07
587;26;08
588;26;09
589;26;10
590;26;11
591;26;12
592;26;13
593;26;14
594;26;15
595;26;16
596;26;17
597;26;18
598;26;19
599;26;20
600;26;21
601;26;22
602;26;23
603;26;24
604;26;25
605;26;26
606;26;27
607;26;28
608;26;29
609;26;30
610;26;31
611;26;32
612;26;33
613;26;34
614;26;35
615;26;36
616;26;37
617;26;38
618;26;39
619;26;40
620;26;41
621;26;42
622;26;43
623;26;44
624;26;45
625;26;46
626;26;47
627;26;48
628;26;49
629;26;50
630;26;51
631;26;52
632;26;53
633;26;54
634;26;55
635;26;56
636;26;57
637;26;58
638;26;59
639;26;60
640;26;61
641;26;62
642;26;63
643;26;64
644;26;65
645;26;66
646;26;67
647;26;68
648;26;69
649;26;70
650;26;71
651;26;72
652;26;73
653;26;74
654;26;75
655;26;76
656;26;77
657;26;78
658;26;79
659;26;80
660;26;81
661;26;82
662;26;83
663;26;84
664;26;85
665;26;86
666;26;87
667;26;88
668;26;89
669;26;90
670;26;91
671;26;92
672;26;93
673;26;94
674;26;95
675;26;96
676;26;97
677;27;01
678;27;02
679;27;03
680;27;04
681;27;05
682;27;06
683;27;07
684;27;08
685;27;09
686;27;10
687;27;11
688;27;12
689;27;13
690;27;14
691;27;15
692;27;16
693;27;17
694;27;18
695;27;19
696;27;20
697;27;21
698;27;22
699;27;23
700;27;24
701;27;25
702;27;26
703;27;27
704;27;28
705;27;29
706;27;30
707;27;31
708;27;32
709;27;33
710;27;34
711;27;35
712;27;36
713;27;37
714;27;38
715;27;39
716;27;40
717;27;41
718;27;42
719;27;43
720;27;44
721;27;45
722;28;01
723;28;02
724;28;03
725;28;04
726;28;05
727;28;06
728;28;07
729;28;08
730;28;09
731;28;10
732;28;11
733;28;12
734;28;13
735;28;14
736;28;15
737;28;16
738;28;17
739;28;18
740;28;19
741;28;20
742;28;21
743;28;22
744;28;23
745;28;24
746;28;25
747;28;26
748;28;27
749;28;28
750;28;29
751;28;30
752;28;31
753;28;32
754;28;33
755;28;34
756;28;35
757;28;36
758;28;37
759;28;38
760;28;39
761;28;40
762;28;41
763;28;42
764;28;43
765;28;44
766;28;45
767;28;46
768;28;47
769;28;48
770;28;49
771;28;50
772;28;51
773;29;01
774;29;02
775;29;03
776;29;04
777;29;05
778;29;06
779;29;07
780;29;08
781;29;09
782;29;10
783;29;11
784;29;12
785;29;13
786;29;14
787;29;15
788;29;16
789;29;17
790;29;18
791;29;19
792;29;20
793;29;21
794;30;01
795;30;02
796;30;03
797;30;04
798;30;05
799;30;06
800;30;07
801;30;08
802;30;09
803;30;10
804;30;11
805;30;12
806;30;13
807;30;14
808;30;15
809;30;16
810;30;17
811;30;18
812;30;19
813;30;20
814;30;21
815;30;22
816;30;23
817;30;24
818;30;25
819;30;26
820;30;27
821;30;28
822;30;29
823;30;30
824;30;31
825;30;32
826;30;33
827;30;34
828;31;01
829;31;02
830;31;03
831;31;04
832;31;05
833;31;06
834;31;07
835;31;08
836;31;09
837;31;10
838;31;11
839;31;12
840;31;13
841;31;14
842;31;15
843;31;16
844;31;17
845;31;18
846;31;19
847;31;20
848;31;21
849;31;22
850;31;23
851;31;24
852;31;25
853;32;01
854;32;02
855;32;03
856;32;04
857;32;05
858;32;06
859;32;07
860;32;08
861;32;09
862;32;10
863;32;11
864;32;12
865;32;13
866;32;14
867;32;15
868;32;16
869;32;17
870;32;18
871;32;19
872;32;20
873;32;21
874;32;22
875;32;23
876;32;24
877;32;25
878;32;26
879;32;27
880;32;28
881;32;29
882;32;30
883;32;31
884;33;01
885;33;02
886;33;03
887;33;04
888;33;05
889;33;06
890;33;07
891;33;08
892;33;09
893;33;10
894;33;11
895;33;12
896;33;13
897;33;14
898;33;15
899;33;16
900;33;17
901;33;18
902;33;19
903;33;20
904;33;21
905;33;22
906;33;23
907;33;24
908;33;25
909;33;26
910;33;27
911;33;28
912;33;29
913;33;30
914;33;31
915;33;32
916;33;33
917;33;34
918;33;35
919;33;36
920;33;37
921;33;38
922;33;39
923;33;40
924;33;41
925;33;42
926;33;43
927;33;44
928;34;01
929;34;02
930;34;03
931;34;04
932;34;05
933;34;06
934;34;07
935;34;08
936;34;09
937;34;10
938;34;11
939;34;12
940;34;13
941;34;14
942;34;15
943;35;01
944;35;02
945;35;03
946;35;04
947;35;05
948;35;06
949;35;07
950;35;08
951;35;09
952;35;10
953;35;11
954;35;12
955;35;13
956;35;14
957;35;15
958;35;16
959;35;17
960;35;18
961;35;19
962;35;20
963;35;21
964;35;22
965;35;23
966;35;24
967;35;25
968;35;26
969;35;27
970;36;01
971;36;02
972;36;03
973;36;04
974;36;05
975;36;06
976;36;07
977;36;08
978;36;09
979;36;10
980;36;11
981;36;12
982;36;13
983;36;14
984;36;15
985;36;16
986;36;17
987;36;18
988;37;01
989;37;02
990;37;03
991;37;04
992;37;05
993;37;06
994;37;07
995;37;08
996;37;09
997;37;10
998;37;11
999;37;12
1000;37;13
1001;37;14
1002;37;15
1003;37;16
1004;37;17
1005;37;18
1006;37;19
1007;37;20
1008;37;21
1009;37;22
1010;37;23
1011;37;24
1012;37;25
1013;37;26
1014;38;01
1015;38;02
1016;38;03
1017;38;04
1018;38;05
1019;38;06
1020;38;07
1021;38;08
1022;38;09
1023;38;10
1024;38;11
1025;38;12
1026;38;13
1027;38;14
1028;38;15
1029;38;16
1030;38;17
1031;38;18
1032;38;19
1033;38;20
1034;38;21
1035;38;22
1036;38;23
1037;38;24
1038;38;25
1039;38;26
1040;38;27
1041;38;28
1042;38;29
1043;38;30
1044;38;31
1045;38;32
1046;39;01
1047;39;02
1048;39;03
1049;39;04
1050;39;05
1051;39;06
1052;39;07
1053;39;08
1054;39;09
1055;39;10
1056;39;11
1057;39;12
1058;39;13
1059;39;14
1060;39;15
1061;39;16
1062;39;17
1063;39;18
1064;39;19
1065;39;20
1066;39;21
1067;39;22
1068;39;23
1069;39;24
1070;39;25
1071;39;26
1072;39;27
1073;39;28
1074;39;29
1075;39;30
1076;39;31
1077;39;32
1078;39;33
1079;40;01
1080;40;02
1081;40;03
1082;40;04
1083;40;05
1084;40;06
1085;40;07
1086;40;08
1087;40;09
1088;40;10
1089;40;11
1090;41;01
1091;41;02
1092;41;03
1093;41;04
1094;41;05
1095;41;06
1096;41;07
1097;41;08
1098;41;09
1099;41;10
1100;41;11
1101;41;12
1102;41;13
1103;41;14
1104;41;15
1105;42;01
1106;42;02
1107;42;03
1108;42;04
1109;42;05
1110;42;06
1111;42;07
1112;42;08
1113;42;09
1114;42;10
1115;43;01
1116;43;02
1117;43;03
1118;43;04
1119;43;05
1120;43;06
1121;43;07
1122;43;08
1123;43;09
1124;43;10
1125;43;11
1126;43;12
1127;43;13
1128;43;14
1129;43;15
1130;43;16
1131;43;17
1132;43;18
1133;43;19
1134;44;01
1135;44;02
1136;44;03
1137;44;04
1138;44;05
1139;44;06
1140;44;07
1141;44;08
1142;44;09
1143;44;10
1144;44;11
1145;44;12
1146;44;13
1147;44;14
1148;44;15
1149;44;16
1150;44;17
1151;44;18
1152;44;19
1153;44;20
1154;44;21
1155;44;22
1156;44;23
1157;44;24
1158;44;25
1159;45;01
1160;45;02
1161;45;03
1162;45;04
1163;45;05
1164;45;06
1165;45;07
1166;45;08
1167;45;09
1168;45;10
1169;45;11
1170;45;12
1171;45;13
1172;45;14
1173;45;15
1174;45;16
1175;45;17
1176;45;18
1177;45;19
1178;45;20
1179;45;21
1180;45;22
1181;45;23
1182;45;24
1183;45;25
1184;45;26
1185;45;27
1186;45;28
1187;45;29
1188;45;30
1189;45;31
1190;45;32
1191;46;01
1192;46;02
1193;46;03
1194;46;04
1195;46;05
1196;46;06
1197;46;07
1198;46;08
1199;46;09
1200;46;10
1201;46;11
1202;46;12
1203;46;13
1204;47;01
1205;47;02
1206;47;03
1207;47;04
1208;47;05
1209;47;06
1210;47;07
1211;47;08
1212;47;09
1213;47;10
1214;47;11
1215;47;12
1216;48;01
1217;48;02
1218;48;03
1219;48;04
1220;48;05
1221;48;06
1222;48;07
1223;48;08
1224;48;09
1225;48;10
1226;48;11
1227;48;12
1228;48;13
1229;48;14
1230;49;01
1231;49;02
1232;49;03
1233;49;04
1234;49;05
1235;49;06
1236;49;07
1237;49;08
1238;49;09
1239;49;10
1240;49;11
1241;49;12
1242;50;01
1243;50;02
1244;50;03
1245;50;04
1246;50;05
1247;50;06
1248;50;07
1249;50;08
1250;51;01
1251;51;02
1252;51;03
1253;51;04
1254;51;05
1255;51;06
1256;51;07
1257;51;08
1258;51;09
1259;51;10
1260;51;11
1261;51;12
1262;51;13
1263;51;14
1264;52;01
1265;52;02
1266;52;03
1267;52;04
1268;52;05
1269;52;06
1270;52;07
1271;52;08
1272;52;09
1273;52;10
1274;52;11
1275;52;12
1276;52;13
1277;52;14
1278;53;01
1279;53;02
1280;53;03
1281;53;04
1282;53;05
1283;53;06
1284;53;07
1285;53;08
1286;53;09
1287;53;10
1288;54;01
1289;54;02
1290;54;03
1291;54;04
1292;54;05
1293;54;06
1294;54;07
1295;54;08
1296;54;09
1297;54;10
1298;55;01
1299;55;02
1300;55;03
1301;55;04
1302;55;05
1303;55;06
1304;55;07
1305;55;08
1306;55;09
1307;55;10
1308;56;01
1309;56;02
1310;56;03
1311;56;04
1312;56;05
1313;56;06
1314;57;01
1315;57;02
1316;57;03
1317;57;04
1318;57;05
1319;57;06
1320;57;07
1321;57;08
1322;57;09
1323;57;10
1324;57;11
1325;57;12
1326;58;01
1327;58;02
1328;58;03
1329;58;04
1330;58;05
1331;58;06
1332;58;07
1333;58;08
1334;58;09
1335;59;01
1336;59;02
1337;59;03
1338;59;04
1339;59;05
1340;59;06
1341;59;07
1342;59;08
1343;60;01
1344;60;02
1345;60;03
1346;60;04
1347;60;05
1348;60;06
1349;60;07
1350;60;08
1351;60;09
1352;60;10
1353;60;11
1354;61;01
1355;61;02
1356;61;03
1357;61;04
1358;61;05
1359;61;06
1360;62;01
1361;62;02
1362;62;03
1363;62;04
1364;62;05
1365;62;06
1366;62;07
1367;62;08
1368;62;09
1369;62;10
1370;62;11
1371;63;01
1372;63;02
1373;63;03
1374;63;04
1375;63;05
1376;63;06
1377;63;07
1378;63;08
1379;63;09
1380;63;10
1381;63;11
1382;63;12
1383;63;13
1384;63;14
1385;63;15
1386;63;16
1387;63;17
1388;64;01
1389;64;02
1390;64;03
1391;64;04
1392;64;05
1393;64;06
1394;64;07
1395;64;08
1396;64;09
1397;64;10
1398;64;11
1399;64;12
1400;64;13
1401;64;14
1402;64;15
1403;65;01
1404;65;02
1405;65;03
1406;65;04
1407;65;05
1408;65;06
1409;65;07
1410;65;08
1411;65;09
1412;65;10
1413;65;11
1414;65;12
1415;65;13
1416;65;14
1417;65;15
1418;65;16
1419;66;01
1420;66;02
1421;66;03
1422;66;04
1423;66;05
1424;66;06
1425;66;07
1426;66;08
1427;66;09
1428;66;10
1429;66;11
1430;66;12
1431;66;13
1432;67;01
1433;67;02
1434;67;03
1435;67;04
1436;67;05
1437;67;06
1438;67;07
1439;67;08
1440;67;09
1441;67;10
1442;67;11
1443;67;12
1444;68;01
1445;68;02
1446;68;03
1447;68;04
1448;68;05
1449;68;06
1450;68;07
1451;68;08
1452;68;09
1453;68;10
1454;68;11
1455;68;12
1456;68;13
1457;68;14
1458;68;15
1459;68;16
1460;68;17
1461;68;18
1462;68;19
1463;68;20
1464;68;21
1465;68;22
1466;69;01
1467;69;02
1468;69;03
1469;69;04
1470;69;05
1471;69;06
1472;69;07
1473;69;08
1474;69;09
1475;69;10
1476;69;11
1477;69;12
1478;70;01
1479;70;02
1480;70;03
1481;70;04
1482;70;05
1483;70;06
1484;70;07
1485;70;08
1486;70;09
1487;70;10
1488;70;11
1489;71;01
1490;71;02
1491;71;03
1492;71;04
1493;71;05
1494;72;01
1495;72;02
1496;72;03
1497;72;04
1498;72;05
1499;72;06
1500;72;07
1501;72;08
1502;72;09
1503;72;10
1504;72;11
1505;72;12
1506;72;13
1507;72;14
1508;72;15
1509;72;16
1510;73;01
1511;73;02
1512;73;03
1513;73;04
1514;73;05
1515;73;06
1516;73;07
1517;74;01
1518;74;02
1519;75;01
1520;75;02
1521;75;03
1522;75;04
1523;75;05
1524;75;06
1525;75;07
1526;75;08
1527;75;09
1528;75;10
1529;75;11
1530;75;12
1531;76;01
1532;76;02
1533;76;03
1534;76;04
1535;76;05
1536;76;06
1537;76;07
1538;77;01
1539;77;02
1540;77;03
1541;77;04
1542;77;05
1543;77;06
1544;77;07
1545;77;08
1546;78;01
1547;78;02
1548;78;03
1549;78;04
1550;78;05
1551;78;06
1552;78;07
1553;78;08
1554;79;01
1555;79;02
1556;79;03
1557;79;04
1558;79;05
1559;79;06
1560;79;07
1561;79;08
1562;79;09
1563;79;10
1564;80;01
1565;80;02
1566;80;03
1567;80;04
1568;80;05
1569;80;06
1570;80;07
1571;81;01
1572;81;02
1573;81;03
1574;81;04
1575;81;05
1576;81;06
1577;81;07
1578;81;08
1579;81;09
1580;81;10
1581;81;11
1582;81;12
1583;81;13
1584;82;01
1585;82;02
1586;82;03
1587;82;04
1588;82;05
1589;82;06
1590;83;01
1591;83;02
1592;83;03
1593;83;04
1594;83;05
1595;83;06
1596;83;07
1597;83;08
1598;83;09
1599;83;10
1600;84;01
1601;84;02
1602;84;03
1603;84;04
1604;84;05
1605;84;06
1606;84;07
1607;84;08
1608;85;01
1609;85;02
1610;85;03
1611;85;04
1612;85;05
1613;85;06
1614;85;07
1615;85;08
1616;85;09
1617;85;10
1618;86;01
1619;86;02
1620;86;03
1621;86;04
1622;86;05
1623;86;06
1624;86;07
1625;86;08
1626;86;09
1627;86;10
1628;86;11
1629;86;12
1630;86;13
1631;86;14
1632;86;15
1633;86;16
1634;86;17
1635;86;18
1636;86;19
1637;86;20
1638;86;21
1639;86;22
1640;86;23
1641;86;24
1642;86;25
1643;86;26
1644;86;27
1645;86;28
1646;86;29
1647;86;30
1648;86;31
1649;86;32
1650;86;33
1651;86;34
1652;86;35
1653;86;36
1654;86;37
1655;86;38
1656;86;39
1657;86;40
1658;86;41
1659;86;42
1660;86;43
1661;86;44
1662;86;45
1663;86;46
1664;86;47
1665;86;48
1666;86;49
1667;86;50
1668;86;51
1669;86;52
1670;86;53
1671;86;54
1672;86;55
1673;86;56
1674;86;57
1675;86;58
1676;86;59
1677;86;60
1678;86;61
1679;86;62
1680;86;63
1681;86;64
1682;86;65
1683;86;66
1684;86;67
1685;86;68
1686;86;69
1687;86;70
1688;86;71
1689;86;72
1690;86;73
1691;86;74
1692;86;75
1693;86;76
1694;86;77
1695;86;78
1696;86;79
1697;86;80
1698;86;81
1699;86;82
1700;86;83
1701;87;01
1702;87;02
1703;87;03
1704;87;04
1705;87;05
1706;87;06
1707;87;07
1708;87;08
1709;88;01
1710;88;02
1711;88;03
1712;88;04
1713;88;05
1714;88;06
1715;88;07
1716;88;08
1717;88;09
1718;88;10
1719;88;11
1720;89;01
1721;89;02
1722;89;03
1723;89;04
1724;89;05
1725;89;06
1726;89;07
1727;89;08
1728;89;09
1729;89;10
1730;89;11
1731;89;12
1732;89;13
1733;89;14
1734;89;15
1735;90;01
1736;90;02
1737;90;03
1738;90;04
1739;90;05
1740;90;06
1741;90;07
1742;90;08
1743;91;01
1744;91;02
1745;91;03
1746;92;01
1747;92;02
1748;92;03
1749;92;04
1750;92;05
1751;92;06
1752;92;07
1753;92;09
1754;92;11
1755;92;13
1756;92;14
1757;92;15
1758;92;16
1759;92;18
1760;92;19
1761;92;21
1762;92;22
1763;93;01
1764;93;02
1765;93;03
1766;93;04
1767;93;05
1768;93;06
1769;93;07
1770;93;08
1771;93;09
1772;93;10
1773;93;11
1774;93;12
1775;93;13
1776;93;14
1777;93;15
1778;93;16
1779;93;17
1780;93;18
1781;93;19
1782;93;20
1783;93;21
1784;93;22
1785;94;01
1786;94;02
1787;94;03
1788;94;04
1789;94;05
1790;94;06
1791;94;07
1792;94;08
1793;94;09
1794;94;10
1795;94;11
1796;94;12
1797;94;13
1798;94;14
1799;94;15
1800;94;16
1801;94;17
1802;94;18
1803;94;19
1804;94;20
1805;94;21
1806;94;22
1807;94;23
1808;94;24
1809;94;25
1810;94;26
1811;94;27
1812;94;28
1813;94;29
1814;94;30
1815;94;31
1816;94;32
1817;94;33
1818;94;34
1819;94;35
1820;94;36
1821;94;37
1822;94;38
1823;94;39
1824;94;40
1825;94;41
1826;94;42
1827;94;43
1828;94;44
1829;94;45
1830;94;46
1831;94;47
1832;94;48
1833;94;49
1834;94;50
1835;94;51
1836;94;52
1837;94;53
1838;94;54
1839;94;55
1840;94;56
1841;94;57
1842;94;58
1843;94;59
1844;94;60
1845;94;61
1846;94;62
1847;94;63
1848;94;64
1849;94;65
1850;94;66
1851;94;67
1852;94;68
1853;94;69
1854;94;70
1855;94;71
1856;95;01
1857;95;02
1858;95;03
1859;95;04
1860;95;05
1861;95;06
1862;95;07
1863;95;08
1864;95;09
1865;95;10
1866;95;11
1867;95;12
1868;96;01
1869;96;02
1870;96;03
1871;96;04
1872;96;05
1873;96;06
1874;96;07
1875;96;08
1876;96;09
1877;96;10
1878;96;11
1879;96;12
1880;96;13
1881;96;14
1882;97;01
1883;97;02
1884;97;03
1885;97;04
1886;97;05
1887;97;06
1888;97;07
1889;97;08
1890;97;09
1891;97;10
1892;97;11
1893;97;12
1894;98;01
1895;98;02
1896;98;03
1897;98;04
1898;98;05
1899;98;06
1900;98;07
1901;98;08
1902;98;09
1903;98;10
1904;98;11
1905;98;12
1906;98;13
1907;98;14
1908;98;15
1909;99;01
1910;99;02
1911;99;03
1912;99;04
1913;99;05
1914;99;06
1915;99;07
1916;99;08
1917;99;09
1918;99;10
1919;99;11
1920;99;12
1921;99;13
1922;99;14
1923;100;01
1924;100;02
1925;100;03
1926;100;04
1927;100;05
1928;100;06
1929;100;07
1930;100;08
1931;100;09
1932;100;10
1933;101;01
1934;101;02
1935;101;03
1936;101;04
1937;101;05
1938;101;06
1939;101;07
1940;101;08
1941;101;09
1942;101;10
1943;101;11
1944;101;12
1945;101;13
1946;101;14
1947;102;01
1948;102;02
1949;102;03
1950;102;04
1951;103;01
1952;103;02
1953;103;03
1954;103;04
1955;103;05
1956;103;06
1957;103;07
1958;104;01
1959;104;02
1960;104;03
1961;104;04
1962;104;05
1963;104;06
1964;104;07
1965;104;08
1966;105;01
1967;105;02
1968;105;03
1969;105;04
1970;105;05
1971;105;06
1972;106;01
1973;106;02
1974;106;03
1975;106;04
1976;106;05
1977;106;06
1978;106;07
1979;106;08
1980;106;09
1981;106;10
1982;106;11
1983;106;12
1984;106;13
1985;106;14
1986;106;15
1987;107;01
